##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	10_2G_both_S8_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	81477069
Sequences flagged as poor quality	0
Sequence length	101
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1111	72-73	0.14262384011657758
1111	74-75	0.16945046743602887
1111	76-77	0.17478907658423282
1111	78-79	0.16609342131673088
1111	80-81	0.22912329725546954
1111	82-83	0.18886836006650043
1111	84-85	0.21847102409178376
1111	86-87	0.21379423809977283
1111	88-89	0.30341962102493625
1111	90-91	0.2871878708919908
1111	92-93	0.3549152718793991
1111	94-95	0.4182641470990589
1111	96-97	0.3871124773072623
1111	98-99	0.573222963007872
1111	100-101	0.3442018804895213
1112	1	-0.24005625831642163
1112	2	0.062484545147611925
1112	3	0.017256057901263944
1112	4	0.0376567111276529
1112	5	0.14765030229765586
1112	6	0.09199441682530818
1112	7	0.04178943814851266
1112	8	0.005973075434191344
1112	9	0.04555214912137728
1112	10-11	0.021495233184246842
1112	12-13	0.039326852977083604
1112	14-15	0.05731980329031927
1112	16-17	0.07773138968611448
1112	18-19	0.04135564676145975
1112	20-21	0.02174894807533434
1112	22-23	0.02954102125314506
1112	24-25	0.018846880969888957
1112	26-27	0.04443696286720211
1112	28-29	0.03566225247127619
1112	30-31	0.032856024387733385
1112	32-33	0.014861495740198905
1112	34-35	0.025121277030407896
1112	36-37	0.06408070592193837
1112	38-39	0.06315486371465084
1112	40-41	0.06892386748958756
1112	42-43	0.03653142550170685
1112	44-45	0.13090015245345654
1112	46-47	0.07791791361123757
1112	48-49	0.06983354806930464
1112	50-51	0.05420122913446335
1112	52-53	0.09528645319322493
1112	54-55	0.08042156602670048
1112	56-57	0.09657247642674349
1112	58-59	0.09159524493224325
1112	60-61	0.06366041857899063
1112	62-63	0.13238983660828296
1112	64-65	0.1360488680204739
1112	66-67	0.10023837143585013
1112	68-69	0.08488419843999395
1112	70-71	0.13933239235324635
1112	72-73	0.1316249814351167
1112	74-75	0.15719611270109368
1112	76-77	0.13271001567390073
1112	78-79	0.22079220385379017
1112	80-81	0.2182435433114449
1112	82-83	0.19616295177733178
1112	84-85	0.21721496795959183
1112	86-87	0.2295464701785619
1112	88-89	0.33224218769061054
1112	90-91	0.3266030782741325
1112	92-93	0.35014885047005606
1112	94-95	0.4050849266462322
1112	96-97	0.386001591420559
1112	98-99	0.587337630792149
1112	100-101	0.4911413595502836
1113	1	-0.2210623405708141
1113	2	0.038877314879091074
1113	3	0.04390354874972502
1113	4	0.03594049235825025
1113	5	0.15923047236324805
1113	6	0.06555626715888252
1113	7	0.05047849567753815
1113	8	0.07395569357117182
1113	9	0.0821051620642379
1113	10-11	0.07040677046233412
1113	12-13	0.06291228078212185
1113	14-15	0.06566968973238119
1113	16-17	0.10771924839246338
1113	18-19	0.07080030410391203
1113	20-21	0.03699929159215998
1113	22-23	0.045706363267122185
1113	24-25	0.05817574279714677
1113	26-27	0.06245727661334399
1113	28-29	0.05627728804252996
1113	30-31	0.09116561766305864
1113	32-33	0.0835705953056376
1113	34-35	0.06332392096488348
1113	36-37	0.09497132184323931
1113	38-39	0.09167355893567475
1113	40-41	0.07872404418358059
1113	42-43	0.10096280604790309
1113	44-45	0.15551581983186225
1113	46-47	0.10744893553216883
1113	48-49	0.11217231886942614
1113	50-51	0.09765283302015604
1113	52-53	0.14386796855448125
1113	54-55	0.116314424460775
1113	56-57	0.12134638457874303
1113	58-59	0.10593544351757345
1113	60-61	0.08773940190117457
1113	62-63	0.15395625553124148
1113	64-65	0.14528140884826257
1113	66-67	0.141940748301991
1113	68-69	0.1249507933397851
1113	70-71	0.1902908153196634
1113	72-73	0.19926398869439055
1113	74-75	0.15778578799012877
1113	76-77	0.18171731732896745
1113	78-79	0.2143994224974577
1113	80-81	0.24793409036614378
1113	82-83	0.22814817907875096
1113	84-85	0.23398421208236186
1113	86-87	0.21618708120242758
1113	88-89	0.3805975389916725
1113	90-91	0.3284575192949859
1113	92-93	0.4230249000458244
1113	94-95	0.42043508339637725
1113	96-97	0.383052587875369
1113	98-99	0.6250818370767561
1113	100-101	0.4778967975226962
1114	1	-0.2259423985855129
1114	2	0.028590273270463484
1114	3	5.163113660131557E-4
1114	4	-0.012331604230688242
1114	5	0.14526739167040148
1114	6	0.10869676400002248
1114	7	0.052729087186378365
1114	8	0.0786364248543876
1114	9	0.06355262078199075
1114	10-11	0.04301831784878374
1114	12-13	0.06143007921101429
1114	14-15	0.0699544624229631
1114	16-17	0.10568895349740615
